#,CVE ID,CWE ID,# of Exploits,Vulnerability Type(s),Publish Date,Update Date,Score,Gained Access Level,Access,Complexity,Authentication,Conf.,Integ.,Avail.,Product Type,Vendor,Product
576,CVE-1999-0743,,,,1999-08-20,2018-05-02,2.1,None,Local,Low,Not required,None,Partial,None,OS,Debian,Debian Linux
577,CVE-1999-0742,,,'+Priv,1999-06-22,2008-09-09,5.0,None,Remote,Low,Not required,Partial,None,None,OS,Debian,Debian Linux
578,CVE-1999-0741,,,,1999-08-19,2008-09-09,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,Application,QMS,Crownnet Unix Utilities
579,CVE-1999-0740,,,DoS,1999-08-19,2008-09-09,6.4,None,Remote,Low,Not required,Partial,None,Partial,OS,Redhat,Linux
580,CVE-1999-0739,,,,1999-05-07,2018-10-12,5.0,None,Remote,Low,Not required,Partial,None,None,Application,Microsoft,Internet Information Server
581,CVE-1999-0738,,,,1999-05-07,2018-10-12,5.0,None,Remote,Low,Not required,Partial,None,None,Application,Microsoft,Internet Information Server
582,CVE-1999-0737,,,,1999-05-07,2018-10-12,5.0,None,Remote,Low,Not required,Partial,None,None,Application,Microsoft,Internet Information Server
583,CVE-1999-0736,,,,1999-05-07,2018-10-12,5.0,None,Remote,Low,Not required,Partial,None,None,Application,Microsoft,Internet Information Server
584,CVE-1999-0734,,,,1999-08-19,2019-10-09,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,Application,Cisco,Ciscosecure
585,CVE-1999-0733,,,Overflow,1999-06-26,2008-09-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,Application,Vmware,Workstation
586,CVE-1999-0732,,,,1999-08-19,2016-09-16,2.1,None,Local,Low,Not required,None,Partial,None,OS,Debian,Debian Linux
587,CVE-1999-0731,,,,1999-06-23,2008-09-09,4.6,User,Local,Low,Not required,Partial,Partial,Partial,OS,Caldera,Openlinux
588,CVE-1999-0730,,,,1999-06-12,2008-09-05,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,OS,Debian,Debian Linux
589,CVE-1999-0728,264.0,,,1999-07-06,2018-10-12,7.8,None,Remote,Low,Not required,None,None,Complete,OS,Microsoft,Windows Nt
590,CVE-1999-0727,,,,1999-08-06,2008-09-09,5.0,None,Remote,Low,Not required,Partial,None,None,OS,Openbsd,Openbsd
591,CVE-1999-0726,20.0,,DoS,1999-06-30,2018-10-12,7.8,None,Remote,Low,Not required,None,None,Complete,OS,Microsoft,Windows 2000
591,CVE-1999-0726,20.0,,DoS,1999-06-30,2018-10-12,7.8,None,Remote,Low,Not required,None,None,Complete,OS,Microsoft,Windows Nt
592,CVE-1999-0725,16.0,,,1999-08-19,2018-10-12,7.1,None,Remote,Medium,Not required,Complete,None,None,Application,Microsoft,Internet Information Server
593,CVE-1999-0724,,,Overflow,1999-08-12,2008-09-09,4.6,None,Local,Low,Not required,Partial,Partial,Partial,OS,Openbsd,Openbsd
594,CVE-1999-0723,,,DoS,1999-06-23,2018-10-12,7.1,None,Remote,Medium,Not required,None,None,Complete,OS,Microsoft,Windows 2000
594,CVE-1999-0723,,,DoS,1999-06-23,2018-10-12,7.1,None,Remote,Medium,Not required,None,None,Complete,OS,Microsoft,Windows Nt
595,CVE-1999-0722,,,,1999-08-08,2008-09-09,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,Hardware,SUN,Cobalt Raq 2
596,CVE-1999-0721,20.0,,DoS,1999-07-20,2018-10-12,7.8,None,Remote,Low,Not required,None,None,Complete,OS,Microsoft,Windows 2000
596,CVE-1999-0721,20.0,,DoS,1999-07-20,2018-10-12,7.8,None,Remote,Low,Not required,None,None,Complete,OS,Microsoft,Windows Nt
597,CVE-1999-0720,,,,1999-08-23,2008-09-09,4.6,User,Local,Low,Not required,Partial,Partial,Partial,OS,Linux,Linux Kernel
598,CVE-1999-0719,,,Exec Code,1999-08-05,2008-09-09,4.6,User,Local,Low,Not required,Partial,Partial,Partial,Application,GNU,Gnumeric
599,CVE-1999-0717,,,,1999-05-07,2018-10-12,2.6,None,Remote,High,Not required,None,Partial,None,Application,Microsoft,Excel
599,CVE-1999-0717,,,,1999-05-07,2018-10-12,2.6,None,Remote,High,Not required,None,Partial,None,OS,Microsoft,Windows 2000
599,CVE-1999-0717,,,,1999-05-07,2018-10-12,2.6,None,Remote,High,Not required,None,Partial,None,OS,Microsoft,Windows 95
599,CVE-1999-0717,,,,1999-05-07,2018-10-12,2.6,None,Remote,High,Not required,None,Partial,None,OS,Microsoft,Windows 98
599,CVE-1999-0717,,,,1999-05-07,2018-10-12,2.6,None,Remote,High,Not required,None,Partial,None,OS,Microsoft,Windows Nt
600,CVE-1999-0716,,,Overflow,1999-05-17,2018-10-12,4.6,User,Local,Low,Not required,Partial,Partial,Partial,OS,Microsoft,Windows 2000
600,CVE-1999-0716,,,Overflow,1999-05-17,2018-10-12,4.6,User,Local,Low,Not required,Partial,Partial,Partial,OS,Microsoft,Windows Nt
601,CVE-1999-0715,,,DoS Exec Code Overflow,1999-05-20,2018-10-12,4.6,User,Local,Low,Not required,Partial,Partial,Partial,OS,Microsoft,Windows 2000
601,CVE-1999-0715,,,DoS Exec Code Overflow,1999-05-20,2018-10-12,4.6,User,Local,Low,Not required,Partial,Partial,Partial,OS,Microsoft,Windows Nt
602,CVE-1999-0714,,,,1999-02-15,2008-09-09,2.1,None,Local,Low,Not required,Partial,None,None,OS,Digital,Unix
603,CVE-1999-0713,,,'+Priv,1999-06-11,2008-09-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,Application,CDE,CDE
603,CVE-1999-0713,,,'+Priv,1999-06-11,2008-09-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,Digital,Unix
603,CVE-1999-0713,,,'+Priv,1999-06-11,2008-09-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,Application,MIT,Kerberos
603,CVE-1999-0713,,,'+Priv,1999-06-11,2008-09-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,Application,Transarc,AFS
604,CVE-1999-0712,,,,1999-04-27,2008-09-09,2.1,None,Local,Low,Not required,Partial,None,None,Application,Caldera,Coas
604,CVE-1999-0712,,,,1999-04-27,2008-09-09,2.1,None,Local,Low,Not required,Partial,None,None,OS,Caldera,Openlinux
605,CVE-1999-0711,,,Exec Code,1999-04-29,2016-10-17,4.6,User,Local,Low,Not required,Partial,Partial,Partial,Application,Oracle,Oracle8i
606,CVE-1999-0710,,,,1999-07-25,2018-05-02,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,OS,Redhat,Linux
607,CVE-1999-0708,,,Overflow +Priv,1999-09-21,2008-09-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,Application,Infodrom,Cfingerd
608,CVE-1999-0707,,,,1999-07-01,2008-09-09,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,OS,HP,Hp-ux
608,CVE-1999-0707,,,,1999-07-01,2008-09-09,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,Application,HP,Visualize Conference Ftp
609,CVE-1999-0705,,,Overflow,1999-09-01,2008-09-09,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,Application,ISC,INN
609,CVE-1999-0705,,,Overflow,1999-09-01,2008-09-09,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,OS,Redhat,Linux
610,CVE-1999-0704,,,Overflow,1999-09-16,2008-09-09,9.3,Admin,Remote,Medium,Not required,Complete,Complete,Complete,OS,Bsdi,Bsd Os
610,CVE-1999-0704,,,Overflow,1999-09-16,2008-09-09,9.3,Admin,Remote,Medium,Not required,Complete,Complete,Complete,OS,Freebsd,Freebsd
610,CVE-1999-0704,,,Overflow,1999-09-16,2008-09-09,9.3,Admin,Remote,Medium,Not required,Complete,Complete,Complete,OS,Redhat,Linux
611,CVE-1999-0703,,,,1999-08-03,2008-09-09,3.6,None,Local,Low,Not required,None,Partial,Partial,OS,Bsdi,Bsd Os
611,CVE-1999-0703,,,,1999-08-03,2008-09-09,3.6,None,Local,Low,Not required,None,Partial,Partial,OS,Freebsd,Freebsd
611,CVE-1999-0703,,,,1999-08-03,2008-09-09,3.6,None,Local,Low,Not required,None,Partial,Partial,OS,Openbsd,Openbsd
612,CVE-1999-0702,94.0,,,1999-09-10,2018-10-12,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,Application,Microsoft,IE
613,CVE-1999-0700,119.0,,Overflow,1999-07-29,2018-10-12,6.2,None,Local,High,Not required,Complete,Complete,Complete,OS,Microsoft,Windows 2000
613,CVE-1999-0700,119.0,,Overflow,1999-07-29,2018-10-12,6.2,None,Local,High,Not required,Complete,Complete,Complete,OS,Microsoft,Windows Nt
615,CVE-1999-0697,,,'+Priv,1999-09-09,2008-09-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,SCO,Openserver
616,CVE-1999-0696,,,Overflow,1999-07-01,2018-10-30,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,OS,HP,Hp-ux
616,CVE-1999-0696,,,Overflow,1999-07-01,2018-10-30,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,OS,SUN,Solaris
616,CVE-1999-0696,,,Overflow,1999-07-01,2018-10-30,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,OS,SUN,Sunos
617,CVE-1999-0694,,,DoS,1999-08-11,2008-09-09,2.1,None,Local,Low,Not required,None,None,Partial,OS,IBM,AIX
618,CVE-1999-0692,,,'+Priv,1999-07-19,2008-09-09,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,OS,Cray,Unicos
618,CVE-1999-0692,,,'+Priv,1999-07-19,2008-09-09,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,OS,SGI,Irix
619,CVE-1999-0691,,,Overflow +Priv,1999-09-13,2018-10-30,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,Application,CDE,CDE
619,CVE-1999-0691,,,Overflow +Priv,1999-09-13,2018-10-30,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,Digital,Unix
619,CVE-1999-0691,,,Overflow +Priv,1999-09-13,2018-10-30,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,IBM,AIX
619,CVE-1999-0691,,,Overflow +Priv,1999-09-13,2018-10-30,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,SUN,Solaris
619,CVE-1999-0691,,,Overflow +Priv,1999-09-13,2018-10-30,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,SUN,Sunos
620,CVE-1999-0690,,,,1999-07-01,2008-09-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,Application,CDE,CDE
620,CVE-1999-0690,,,,1999-07-01,2008-09-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,HP,Hp-ux
621,CVE-1999-0689,,,Exec Code,1999-09-13,2018-10-30,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,Application,CDE,CDE
621,CVE-1999-0689,,,Exec Code,1999-09-13,2018-10-30,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,SUN,Solaris
621,CVE-1999-0689,,,Exec Code,1999-09-13,2018-10-30,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,SUN,Sunos
622,CVE-1999-0688,,,Overflow,1999-07-01,2008-09-09,4.6,User,Local,Low,Not required,Partial,Partial,Partial,OS,HP,Hp-ux
623,CVE-1999-0687,,,Exec Code,1999-09-13,2018-10-30,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,Application,CDE,CDE
623,CVE-1999-0687,,,Exec Code,1999-09-13,2018-10-30,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,OS,Digital,Unix
623,CVE-1999-0687,,,Exec Code,1999-09-13,2018-10-30,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,OS,IBM,AIX
623,CVE-1999-0687,,,Exec Code,1999-09-13,2018-10-30,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,OS,SUN,Solaris
623,CVE-1999-0687,,,Exec Code,1999-09-13,2018-10-30,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,OS,SUN,Sunos
624,CVE-1999-0686,,,DoS,1999-05-07,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,OS,HP,Hp-ux
624,CVE-1999-0686,,,DoS,1999-05-07,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,Application,Netscape,Enterprise Server
625,CVE-1999-0685,,,Overflow,1999-09-02,2008-09-09,5.1,User,Remote,High,Not required,Partial,Partial,Partial,Application,Netscape,Communicator
626,CVE-1999-0684,,,DoS,1999-04-19,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,Application,HP,Sendmail
627,CVE-1999-0683,,,DoS,1999-07-30,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,Application,Network Associates,Gauntlet Firewall
628,CVE-1999-0682,,,,1999-08-06,2018-10-12,5.0,None,Remote,Low,Not required,None,None,Partial,Application,Microsoft,Exchange Server
629,CVE-1999-0680,287.0,,DoS,1999-08-09,2018-10-12,5.0,None,Remote,Low,Not required,None,None,Partial,Application,Microsoft,Terminal Server
630,CVE-1999-0679,,,Exec Code Overflow,1999-08-13,2008-09-09,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,Application,Hybrid Network,Hybrid Ircd
631,CVE-1999-0678,,,,1999-01-17,2008-09-09,5.0,None,Remote,Low,Not required,Partial,None,None,Application,Apache,Http Server
631,CVE-1999-0678,,,,1999-01-17,2008-09-09,5.0,None,Remote,Low,Not required,Partial,None,None,OS,Debian,Debian Linux
632,CVE-1999-0677,,,,1999-08-03,2008-09-09,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,Hardware,Ramp Networks,Webramp 200i
632,CVE-1999-0677,,,,1999-08-03,2008-09-09,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,Hardware,Ramp Networks,Webramp M3
633,CVE-1999-0676,,,,1999-08-09,2018-10-30,4.6,User,Local,Low,Not required,Partial,Partial,Partial,OS,SUN,Solaris
633,CVE-1999-0676,,,,1999-08-09,2018-10-30,4.6,User,Local,Low,Not required,Partial,Partial,Partial,OS,SUN,Sunos
634,CVE-1999-0675,,,DoS,1999-08-09,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,Application,Checkpoint,Firewall-1
635,CVE-1999-0674,,,,1999-08-09,2018-10-30,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,Netbsd,Netbsd
635,CVE-1999-0674,,,,1999-08-09,2018-10-30,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,Openbsd,Openbsd
635,CVE-1999-0674,,,,1999-08-09,2018-10-30,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,SUN,Solaris
635,CVE-1999-0674,,,,1999-08-09,2018-10-30,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,SUN,Sunos
636,CVE-1999-0673,,,Overflow,1999-08-08,2008-09-09,5.1,User,Remote,High,Not required,Partial,Partial,Partial,Application,Crear,Almail32
637,CVE-1999-0672,,,Overflow,1999-08-01,2008-09-09,5.1,User,Remote,High,Not required,Partial,Partial,Partial,Application,Fujitsu,Chocoa
638,CVE-1999-0671,,,Overflow,1999-08-03,2008-09-09,5.1,User,Remote,High,Not required,Partial,Partial,Partial,Application,Toxsoft,Nextftp
639,CVE-1999-0670,,,Exec Code Overflow,1999-09-01,2018-10-12,4.0,None,Remote,High,Not required,Partial,Partial,None,Application,Microsoft,IE
640,CVE-1999-0669,,,Exec Code,1999-09-01,2008-09-09,4.0,None,Remote,High,Not required,Partial,Partial,None,Application,Microsoft,IE
641,CVE-1999-0668,,,Exec Code,1999-08-21,2018-10-12,5.1,None,Remote,High,Not required,Partial,Partial,Partial,Application,Microsoft,IE
648,CVE-1999-0656,16.0,,,1999-01-01,2017-07-10,5.0,None,Remote,Low,Not required,Partial,None,None,OS,Linux,Linux Kernel
668,CVE-1999-0610,,,,1999-04-01,2016-10-17,5.0,None,Remote,Low,Not required,Partial,None,None,Application,Mountain Network Systems,Webcart
669,CVE-1999-0609,,,,1999-04-01,2016-10-17,5.0,None,Remote,Low,Not required,Partial,None,None,Application,Mercantec,Softcart
670,CVE-1999-0608,,,,1999-04-01,2017-10-09,5.0,None,Remote,Low,Not required,Partial,None,None,Application,Pdgsoft,Pdg Shopping Cart
671,CVE-1999-0607,,,'+Priv,1999-04-20,2016-10-17,5.0,None,Remote,Low,Not required,Partial,None,None,Application,I-soft,Quikstore
672,CVE-1999-0606,200.0,,'+Info,1999-04-01,2016-10-17,5.0,None,Remote,Low,Not required,Partial,None,None,Application,Seaside Enterprises,Ezmall
673,CVE-1999-0605,200.0,,'+Info,1999-04-01,2016-10-17,5.0,None,Remote,Low,Not required,Partial,None,None,Application,Austin Contract Computing,Merchant Order Form
674,CVE-1999-0604,,,,1999-04-20,2016-10-17,5.0,None,Remote,Low,Not required,Partial,None,None,Application,Selena Sol,Selena Sol Webstore
684,CVE-1999-0593,,,,1999-01-01,2017-07-10,4.9,None,Local,Low,Not required,None,None,Complete,OS,Microsoft,Windows Nt
693,CVE-1999-0581,,,,1999-01-01,2008-09-05,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,OS,Microsoft,Windows Nt
695,CVE-1999-0579,,,,1999-01-01,2008-09-05,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,OS,Microsoft,Windows Nt
696,CVE-1999-0578,,,,1999-01-01,2008-09-05,4.6,User,Local,Low,Not required,Partial,Partial,Partial,OS,Microsoft,Windows Nt
697,CVE-1999-0577,,,,1999-01-01,2008-09-05,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,OS,Microsoft,Windows Nt
699,CVE-1999-0570,,,,1999-01-01,2008-09-05,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,OS,Microsoft,Windows Nt
701,CVE-1999-0568,,,,1999-01-01,2008-09-05,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,OS,SUN,Solaris
705,CVE-1999-0560,,,,1999-01-01,2008-09-05,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,OS,Microsoft,Windows Nt
710,CVE-1999-0549,,,,1999-01-01,2008-09-05,7.2,None,Local,Low,Not required,Complete,Complete,Complete,OS,Microsoft,Windows Nt
724,CVE-1999-0493,,,,1999-06-07,2018-10-30,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,OS,SUN,Solaris
724,CVE-1999-0493,,,,1999-06-07,2018-10-30,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,OS,SUN,Sunos
726,CVE-1999-0491,94.0,,Exec Code,1999-04-20,2014-12-31,4.6,User,Local,Low,Not required,Partial,Partial,Partial,Application,GNU,Bash
727,CVE-1999-0490,,,,1999-04-21,2018-10-12,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,Application,Microsoft,IE
728,CVE-1999-0489,,,,1999-05-17,2018-10-12,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,OS,Microsoft,Windows Nt
729,CVE-1999-0488,,,,1999-04-21,2018-10-12,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,Application,Microsoft,IE
730,CVE-1999-0487,,,,1999-05-01,2018-10-12,2.6,None,Remote,High,Not required,Partial,None,None,Application,Microsoft,IE
731,CVE-1999-0485,,,,1999-02-19,2008-09-09,2.6,None,Remote,High,Not required,None,None,Partial,OS,Openbsd,Openbsd
732,CVE-1999-0484,,,Overflow,1999-02-23,2008-09-09,2.1,None,Local,Low,Not required,None,Partial,None,OS,Openbsd,Openbsd
733,CVE-1999-0483,,,,1999-02-25,2008-09-09,2.1,None,Local,Low,Not required,None,None,Partial,OS,Openbsd,Openbsd
734,CVE-1999-0482,,,,1999-03-21,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,OS,Openbsd,Openbsd
735,CVE-1999-0481,,,DoS,1999-03-22,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,OS,Openbsd,Openbsd
736,CVE-1999-0480,,,DoS,1999-04-01,2008-09-09,2.1,None,Local,Low,Not required,None,None,Partial,Application,Midnight Commander,Midnight Commander
737,CVE-1999-0479,,,DoS,1999-03-01,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,OS,HP,Hp-ux
737,CVE-1999-0479,,,DoS,1999-03-01,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,Application,Netscape,Enterprise Server
738,CVE-1999-0477,,,,1999-12-25,2008-09-05,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,Application,Allaire,Coldfusion Server
739,CVE-1999-0476,,,,1999-03-01,2008-09-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,SCO,Openserver
740,CVE-1999-0475,,,,1999-04-05,2008-09-09,1.2,None,Local,High,Not required,Partial,None,None,Application,Procmail,Procmail
741,CVE-1999-0474,,,,1999-04-05,2008-09-09,5.0,None,Remote,Low,Not required,Partial,None,None,Application,Mirabilis,ICQ
742,CVE-1999-0473,,,,1999-04-07,2008-09-09,2.1,None,Local,Low,Not required,None,Partial,None,Application,Andrew Tridgell,Rsync
743,CVE-1999-0472,,,,1999-04-07,2008-09-09,5.0,None,Remote,Low,Not required,Partial,None,None,Hardware,Network Appliance,Netcache
743,CVE-1999-0472,,,,1999-04-07,2008-09-09,5.0,None,Remote,Low,Not required,Partial,None,None,Application,Snmp,Snmp
744,CVE-1999-0471,,,,1999-04-09,2008-09-09,5.0,None,Remote,Low,Not required,Partial,None,None,Application,Winroute,Winroute
745,CVE-1999-0470,,,,1999-04-09,2008-09-09,5.0,None,Remote,Low,Not required,Partial,None,None,OS,Novell,Netware
746,CVE-1999-0469,,,,1999-04-01,2008-09-09,5.0,None,Remote,Low,Not required,Partial,None,None,Application,Microsoft,IE
747,CVE-1999-0468,,,,1999-04-09,2018-10-12,2.6,None,Remote,High,Not required,Partial,None,None,Application,Microsoft,IE
748,CVE-1999-0467,,,,1999-04-01,2008-09-09,5.0,None,Remote,Low,Not required,Partial,None,None,Application,Webcom,Cgi Guestbook
749,CVE-1999-0466,,,,1999-04-21,2008-09-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,Netbsd,Netbsd
751,CVE-1999-0464,,,DoS,1999-01-04,2016-10-17,2.1,None,Local,Low,Not required,None,None,Partial,Application,Tripwire,Tripwire
752,CVE-1999-0462,,,,1999-03-17,2008-09-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,Suse,Suse Linux
753,CVE-1999-0461,,,,1999-01-28,2008-09-09,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,OS,Linux,Linux Kernel
753,CVE-1999-0461,,,,1999-01-28,2008-09-09,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,OS,SGI,Irix
754,CVE-1999-0460,,,DoS Overflow,1999-02-19,2008-09-05,2.1,None,Local,Low,Not required,None,None,Partial,OS,Linux,Linux Kernel
756,CVE-1999-0458,,,,1999-01-06,2008-09-09,2.1,None,Local,Low,Not required,Partial,None,None,Application,L0pht,L0phtcrack
757,CVE-1999-0457,,,'+Priv,1999-01-17,2008-09-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,Debian,Debian Linux
758,CVE-1999-0455,,,,1999-12-25,2008-09-09,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,Application,Allaire,Coldfusion Server
760,CVE-1999-0453,200.0,,'+Info,1999-01-01,2008-09-05,5.0,None,Remote,Low,Not required,Partial,None,None,Hardware,Cisco,Router
762,CVE-1999-0451,,,DoS,1999-01-19,2008-09-05,2.1,None,Local,Low,Not required,None,None,Partial,OS,Linux,Linux Kernel
763,CVE-1999-0450,,,,1999-01-26,2018-10-30,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,Application,Microsoft,Internet Information Server
763,CVE-1999-0450,,,,1999-01-26,2018-10-30,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,Application,Microsoft,Internet Information Services
764,CVE-1999-0449,,,DoS,1999-01-26,2008-09-09,7.8,None,Remote,Low,Not required,None,None,Complete,Application,Microsoft,Internet Information Server
765,CVE-1999-0448,,,,1999-01-01,2008-09-09,5.0,None,Remote,Low,Not required,Partial,None,None,Application,Microsoft,Internet Information Server
766,CVE-1999-0447,,,'+Priv,1999-04-01,2013-07-23,4.6,User,Local,Low,Not required,Partial,Partial,Partial,OS,HP,Mpe Ix
767,CVE-1999-0446,,,DoS,1999-04-12,2008-09-09,2.1,None,Local,Low,Not required,None,None,Partial,OS,Netbsd,Netbsd
768,CVE-1999-0445,,,,1999-04-01,2008-09-09,5.0,None,Remote,Low,Not required,Partial,None,None,OS,Cisco,IOS
769,CVE-1999-0444,,,DoS,1999-04-12,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,OS,Microsoft,Windows 95
769,CVE-1999-0444,,,DoS,1999-04-12,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,OS,Microsoft,Windows 98
769,CVE-1999-0444,,,DoS,1999-04-12,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,OS,Microsoft,Windows Nt
770,CVE-1999-0443,,,,1999-04-01,2008-09-09,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,Application,BMC,Patrol Agent
771,CVE-1999-0442,,,,1999-01-07,2018-10-30,2.1,None,Local,Low,Not required,None,Partial,None,OS,SUN,Solaris
771,CVE-1999-0442,,,,1999-01-07,2018-10-30,2.1,None,Local,Low,Not required,None,Partial,None,OS,SUN,Sunos
772,CVE-1999-0441,,,DoS Overflow,1999-02-22,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,Application,Qbik,Wingate
773,CVE-1999-0440,,,Exec Code,1999-03-01,2016-10-17,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,Application,Netscape,Communicator
773,CVE-1999-0440,,,Exec Code,1999-03-01,2016-10-17,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,Application,Netscape,Navigator
773,CVE-1999-0440,,,Exec Code,1999-03-01,2016-10-17,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,Application,SUN,Java
774,CVE-1999-0439,,,Exec Code Overflow,1999-04-05,2008-09-09,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,OS,Caldera,Openlinux
774,CVE-1999-0439,,,Exec Code Overflow,1999-04-05,2008-09-09,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,Application,Procmail,Procmail
775,CVE-1999-0438,,,DoS,1999-03-01,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,Hardware,Ramp Networks,Webramp 200i
775,CVE-1999-0438,,,DoS,1999-03-01,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,Hardware,Ramp Networks,Webramp M3
776,CVE-1999-0437,,,DoS,1999-03-01,2008-09-09,5.0,None,Remote,Low,Not required,None,None,Partial,Hardware,Ramp Networks,Webramp
777,CVE-1999-0436,,,'+Priv,1999-03-01,2008-09-09,4.6,User,Local,Low,Not required,Partial,Partial,Partial,Application,HP,Desms
777,CVE-1999-0436,,,'+Priv,1999-03-01,2008-09-09,4.6,User,Local,Low,Not required,Partial,Partial,Partial,OS,HP,Hp-ux
778,CVE-1999-0435,,,'+Priv,1999-03-01,2008-09-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,HP,Hp-ux
779,CVE-1999-0434,,,DoS +Priv,1999-03-30,2008-09-09,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,OS,Caldera,Openlinux
779,CVE-1999-0434,,,DoS +Priv,1999-03-30,2008-09-09,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,OS,Debian,Debian Linux
779,CVE-1999-0434,,,DoS +Priv,1999-03-30,2008-09-09,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,OS,Netbsd,Netbsd
